Duty,L1,L2,L3,Vin,Vdc
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,0.0,
0,0.0,0.0,0.0,3.687245,
0,0.0,0.0,0.0,4.286043,
0,0.0,0.0,0.0,4.88484,
0,0.0,0.0,0.0,5.290478,
0,0.0,0.0,0.0,5.889276,
0,0.0,0.0,0.0,6.314229,
0,0.0,0.0,0.0,6.642601,
0,0.0,0.0,0.0,6.932342,
0,0.0,0.0,0.0,7.106186,
0,0.0,0.0,0.0,7.395928,
0,0.0,0.0,0.0,7.782248,
0,0.0,0.0,0.0,9.230953,
0,0.0,0.0,0.0,8.593523,
0,0.0,0.0,0.0,8.921896,
0,0.0,0.0,0.0,9.404798,
0,0.0,0.0,0.0,9.82975,
0,0.0,0.0,0.0,10.061543,
0,0.0,0.0,0.0,10.583076,
0,0.0,0.0,0.0,10.911449,
0,0.0,0.0,0.0,11.123926,
0,0.0,0.0,0.0,11.568195,
0,0.0,0.0,0.0,11.915885,
0,0.0,0.0,0.0,12.012465,
0,0.0,0.0,0.0,12.089728,
0,0.0,0.0,0.0,12.18631,
0,0.0,0.0,0.0,12.263574,
0,0.0,0.0,0.0,12.302205,
0,0.0,0.0,0.0,12.669211,
0,0.0,0.0,0.0,13.132795,
0,0.0,0.0,0.0,13.325956,
0,0.0,0.0,0.0,13.538434,
0,0.0,0.0,0.0,13.905438,
0,0.0,0.0,0.0,14.175863,
0,0.0,0.0,0.0,14.349708,
0,0.0,0.0,0.0,14.48492,
0,0.0,0.0,0.0,14.813293,
0,0.0,0.0,0.0,14.948505,
0,0.0,0.0,0.0,15.122351,
0,0.0,0.0,0.0,15.276878,
0,0.0,0.0,0.0,15.470039,
0,0.0,0.0,0.0,15.470039,
0,0.0,0.0,0.0,15.527987,
0,0.0,0.0,0.0,15.547303,
0,0.0,0.0,0.0,15.547303,
0,0.0,0.0,0.0,15.547303,
0,0.0,0.0,0.0,15.547303,
0,0.0,0.0,0.0,15.585935,
0,0.0,0.0,0.0,15.721148,
0,0.0,0.0,0.0,15.721148,
0,0.0,0.0,0.0,15.721148,
0,0.0,0.0,0.0,15.701832,
0,0.0,0.0,0.0,15.991572,
0,0.0,0.0,0.0,15.991572,
0,0.0,0.0,0.0,16.010889,
0,0.0,0.0,0.0,16.455156,
0,0.0,0.0,0.0,16.629002,
0,0.0,0.0,0.0,16.686951,
0,0.0,0.0,0.0,16.802847,
0,0.0,0.0,0.0,16.802847,
0,0.0,0.0,0.0,16.841478,
0,0.0,0.0,0.0,16.860794,
0,0.0,0.0,0.0,16.899427,
0,0.0,0.0,0.0,16.957375,
0,0.0,0.0,0.0,16.957375,
0,0.0,0.0,0.0,16.938059,
0,0.0,0.0,0.0,16.938059,
0,0.0,0.0,0.0,16.957375,
0,0.0,0.0,0.0,16.957375,
0,0.0,0.0,0.0,16.957375,
0,0.0,0.0,0.0,16.957375,
0,0.0,0.0,0.0,16.957375,
0,0.0,0.0,0.0,16.938059,
0,0.0,0.0,0.0,17.247116,
0,0.0,0.0,0.0,17.324381,
0,0.0,0.0,0.0,17.536856,
0,0.0,0.0,0.0,17.498224,
0,0.0,0.0,0.0,17.51754,
0,0.0,0.0,0.0,17.536856,
0,0.0,0.0,0.0,17.51754,
0,0.0,0.0,0.0,17.556171,
0,0.0,0.0,0.0,17.536856,
0,0.0,0.0,0.0,17.536856,
0,0.0,0.0,0.0,17.556171,
0,0.0,0.0,0.0,17.556171,
0,0.0,0.0,0.0,17.556171,
0,0.0,0.0,0.0,17.556171,
0,0.0,0.0,0.0,17.556171,
0,0.0,0.0,0.0,17.556171,
0,0.0,0.0,0.0,17.556171,
0,0.0,0.0,0.0,17.556171,
0,0.0,0.0,0.0,17.536856,
0,0.0,0.0,0.0,17.556171,
0,0.0,0.0,0.0,17.556171,
0,0.0,0.0,0.0,17.556171,
0,0.0,0.0,0.0,17.478909,
0,0.0,0.0,0.0,17.247116,
0,0.0,0.0,0.0,17.189167,
0,0.0,0.0,0.0,17.150536,
0,0.0,0.0,0.0,17.092588,
0,0.0,0.0,0.0,17.053955,
0,0.0,0.0,0.0,17.034639,
0,0.0,0.0,0.0,17.015322,
0,0.0,0.0,0.0,17.459593,
0,0.0,0.0,0.0,18.039074,
0,0.0,0.0,0.0,18.444712,
0,0.0,0.0,0.0,18.657187,
0,0.0,0.0,0.0,18.927612,
0,0.0,0.0,0.0,18.985561,
0,0.0,0.0,0.0,19.255985,
0,0.0,0.0,0.0,19.23667,
0,0.0,0.0,0.0,19.255985,
0,0.0,0.0,0.0,19.294619,
0,0.0,0.0,0.0,19.313934,
0,0.0,0.0,0.0,19.352566,
0,0.0,0.0,0.0,19.507095,
0,0.0,0.0,0.0,19.217352,
0,0.0,0.0,0.0,19.101458,
0,0.0,0.0,0.0,18.927612,
0,0.0,0.0,0.0,18.850348,
0,0.0,0.0,0.0,18.7924,
0,0.0,0.0,0.0,18.753769,
0,0.0,0.0,0.0,18.69582,
0,0.0,0.0,0.0,18.657187,
0,0.0,0.0,0.0,18.618555,
0,0.0,0.0,0.0,18.599239,
0,0.0,0.0,0.0,18.734453,
0,0.0,0.0,0.0,18.850348,
0,0.0,0.0,0.0,19.004877,
0,0.0,0.0,0.0,19.043509,
0,0.0,0.0,0.0,19.101458,
0,0.0,0.0,0.0,19.120773,
0,0.0,0.0,0.0,19.120773,
0,0.0,0.0,0.0,19.120773,
0,0.0,0.0,0.0,19.217352,
0,0.0,0.0,0.0,19.255985,
0,0.0,0.0,0.0,19.217352,
0,0.0,0.0,0.0,19.23667,
0,0.0,0.0,0.0,19.217352,
0,0.0,0.0,0.0,19.217352,
0,0.0,0.0,0.0,19.217352,
0,0.0,0.0,0.0,19.217352,
0,0.0,0.0,0.0,19.217352,
0,0.0,0.0,0.0,19.217352,
0,0.0,0.0,0.0,19.217352,
0,0.0,0.0,0.0,19.217352,
0,0.0,0.0,0.0,19.198036,
0,0.0,0.0,0.0,19.198036,
0,0.0,0.0,0.0,19.198036,
0,0.0,0.0,0.0,19.17872,
0,0.0,0.0,0.0,19.17872,
0,0.0,0.0,0.0,19.198036,
0,0.0,0.0,0.0,19.159405,
0,0.0,0.0,0.0,18.888981,
0,0.0,0.0,0.0,18.599239,
0,0.0,0.0,0.0,18.483343,
0,0.0,0.0,0.0,18.40608,
0,0.0,0.0,0.0,18.309498,
0,0.0,0.0,0.0,18.251551,
0,0.0,0.0,0.0,18.193604,
0,0.0,0.0,0.0,18.174288,
0,0.0,0.0,0.0,18.116337,
0,0.0,0.0,0.0,18.097021,
0,0.0,0.0,0.0,18.077705,
0,0.0,0.0,0.0,18.039074,
0,0.0,0.0,0.0,18.019758,
0,0.0,0.0,0.0,18.000443,
0,0.0,0.0,0.0,18.000443,
0,0.0,0.0,0.0,17.981127,
0,0.0,0.0,0.0,17.961809,
0,0.0,0.0,0.0,18.000443,
0,0.0,0.0,0.0,18.05839,
0,0.0,0.0,0.0,17.961809,
0,0.0,0.0,0.0,17.942493,
0,0.0,0.0,0.0,17.903862,
0,0.0,0.0,0.0,17.903862,
0,0.0,0.0,0.0,17.903862,
0,0.0,0.0,0.0,17.884546,
0,0.0,0.0,0.0,17.884546,
0,0.0,0.0,0.0,17.884546,
0,0.0,0.0,0.0,17.884546,
0,0.0,0.0,0.0,17.884546,
0,0.0,0.0,0.0,17.884546,
0,0.0,0.0,0.0,17.884546,
0,0.0,0.0,0.0,17.884546,
0,0.0,0.0,0.0,17.884546,
0,0.0,0.0,0.0,17.884546,
0,0.0,0.0,0.0,17.865231,
0,0.0,0.0,0.0,17.865231,
0,0.0,0.0,0.0,17.865231,
0,0.0,0.0,0.0,17.884546,
0,0.0,0.0,0.0,17.884546,
0,0.0,0.0,0.0,17.884546,
0,0.0,0.0,0.0,17.865231,
0,0.0,0.0,0.0,17.884546,
0,0.0,0.0,0.0,17.884546,
0,0.0,0.0,0.0,17.884546,
0,0.0,0.0,0.0,17.865231,
0,0.0,0.0,0.0,17.884546,
0,0.0,0.0,0.0,17.884546,
0,0.0,0.0,0.0,17.884546,
0,0.0,0.0,0.0,17.865231,
0,0.0,0.0,0.0,17.884546,
0,0.0,0.0,0.0,17.865231,
0,0.0,0.0,0.0,17.865231,
0,0.0,0.0,0.0,17.865231,
0,0.0,0.0,0.0,17.865231,
0,0.0,0.0,0.0,17.884546,
0,0.0,0.0,0.0,17.884546,
0,0.0,0.0,0.0,17.865231,
0,0.0,0.0,0.0,17.865231,
0,0.0,0.0,0.0,17.865231,
0,0.0,0.0,0.0,17.865231,
0,0.0,0.0,0.0,17.865231,
0,0.0,0.0,0.0,17.865231,
0,0.0,0.0,0.0,17.865231,
0,0.0,0.0,0.0,17.865231,
0,0.0,0.0,0.0,17.865231,
0,0.0,0.0,0.0,17.845913,
0,0.0,0.0,0.0,17.845913,
0,0.0,0.0,0.0,17.865231,
0,0.0,0.0,0.0,17.845913,
0,0.0,0.0,0.0,17.845913,
0,0.0,0.0,0.0,17.845913,
