Duty,L1,L2,L3,Vin,Vdc
10,0.0,0.0,0.0,47.109737,
10,0.0,0.0,0.0,47.109737,
10,0.0,0.0,0.0,47.109737,
0,0.0,0.0,0.0,47.148369,
0,0.0,0.0,0.0,47.843746,
0,0.0,0.0,0.0,47.882378,
0,0.0,0.0,0.0,47.882378,
0,0.0,0.0,0.0,47.882378,
0,0.0,0.0,0.0,47.863064,
0,0.0,0.0,0.0,47.882378,
0,0.0,0.0,0.0,47.921009,
0,0.0,0.0,0.0,47.901699,
0,0.0,0.0,0.0,47.863064,
0,0.0,0.0,0.0,47.901699,
0,0.0,0.0,0.0,47.882378,
0,0.0,0.0,0.0,47.901699,
0,0.0,0.0,0.0,47.921009,
0,0.0,0.0,0.0,47.921009,
0,0.0,0.0,0.0,47.882378,
0,0.0,0.0,0.0,47.901699,
0,0.0,0.0,0.0,47.901699,
0,0.0,0.0,0.0,47.882378,
0,0.0,0.0,0.0,47.882378,
0,0.0,0.0,0.0,47.863064,
0,0.0,0.0,0.0,47.882378,
0,0.0,0.0,0.0,47.863064,
0,0.0,0.0,0.0,47.901699,
0,0.0,0.0,0.0,47.863064,
0,0.0,0.0,0.0,47.901699,
0,0.0,0.0,0.0,47.901699,
0,0.0,0.0,0.0,47.901699,
0,0.0,0.0,0.0,47.921009,
0,0.0,0.0,0.0,47.901699,
0,0.0,0.0,0.0,47.901699,
0,0.0,0.0,0.0,47.959644,
0,0.0,0.0,0.0,47.921009,
0,0.0,0.0,0.0,47.901699,
0,0.0,0.0,0.0,47.901699,
0,0.0,0.0,0.0,47.882378,
0,0.0,0.0,0.0,47.863064,
0,0.0,0.0,0.0,47.824432,
0,0.0,0.0,0.0,47.843746,
0,0.0,0.0,0.0,47.785797,
0,0.0,0.0,0.0,47.824432,
0,0.0,0.0,0.0,47.805115,
0,0.0,0.0,0.0,47.805115,
0,0.0,0.0,0.0,47.805115,
0,0.0,0.0,0.0,47.805115,
0,0.0,0.0,0.0,47.805115,
0,0.0,0.0,0.0,47.766483,
0,0.0,0.0,0.0,47.766483,
0,0.0,0.0,0.0,47.785797,
0,0.0,0.0,0.0,47.766483,
0,0.0,0.0,0.0,47.766483,
0,0.0,0.0,0.0,47.785797,
0,0.0,0.0,0.0,47.785797,
0,0.0,0.0,0.0,47.766483,
0,0.0,0.0,0.0,47.785797,
0,0.0,0.0,0.0,47.805115,
0,0.0,0.0,0.0,47.824432,
0,0.0,0.0,0.0,47.824432,
0,0.0,0.0,0.0,47.843746,
0,0.0,0.0,0.0,47.863064,
0,0.0,0.0,0.0,47.882378,
0,0.0,0.0,0.0,47.901699,
0,0.0,0.0,0.0,47.882378,
0,0.0,0.0,0.0,47.901699,
0,0.0,0.0,0.0,47.901699,
0,0.0,0.0,0.0,47.901699,
0,0.0,0.0,0.0,47.882378,
0,0.0,0.0,0.0,47.863064,
0,0.0,0.0,0.0,47.863064,
0,0.0,0.0,0.0,47.863064,
0,0.0,0.0,0.0,47.882378,
0,0.0,0.0,0.0,47.921009,
0,0.0,0.0,0.0,47.901699,
0,0.0,0.0,0.0,47.863064,
0,0.0,0.0,0.0,47.901699,
0,0.0,0.0,0.0,47.882378,
0,0.0,0.0,0.0,47.882378,
0,0.0,0.0,0.0,47.863064,
0,0.0,0.0,0.0,47.863064,
5,0.0,0.0,0.0,47.476742,
5,0.0,0.0,0.0,47.457428,
5,0.0,0.0,0.0,47.476742,
5,0.0,0.0,0.0,47.457428,
5,0.0,0.0,0.0,47.43811,
5,0.0,0.0,0.0,47.457428,
5,0.0,0.0,0.0,47.457428,
5,0.0,0.0,0.0,47.457428,
5,0.0,0.0,0.0,47.476742,
5,0.0,0.0,0.0,47.457428,
5,0.0,0.0,0.0,47.457428,
5,0.0,0.0,0.0,47.43811,
5,0.0,0.0,0.0,47.457428,
5,0.0,0.0,0.0,47.496059,
5,0.0,0.0,0.0,47.496059,
5,0.0,0.0,0.0,47.534691,
5,0.0,0.0,0.0,47.515373,
5,0.0,0.0,0.0,47.496059,
5,0.0,0.0,0.0,47.496059,
5,0.0,0.0,0.0,47.476742,
5,0.0,0.0,0.0,47.457428,
5,0.0,0.0,0.0,47.43811,
