Duty,L1,L2,L3,Vin,Vdc
0,0.0,0.0,0.0,47.901699,
0,0.0,0.0,0.0,47.901699,
0,0.0,0.0,0.0,47.901699,
0,0.0,0.0,0.0,47.921009,
0,0.0,0.0,0.0,47.901699,
0,0.0,0.0,0.0,47.921009,
0,0.0,0.0,0.0,47.901699,
0,0.0,0.0,0.0,47.901699,
0,0.0,0.0,0.0,47.940331,
0,0.0,0.0,0.0,47.940331,
0,0.0,0.0,0.0,47.978962,
1,0.0,0.0,0.0,47.978962,
1,0.0,0.0,0.0,47.959644,
1,0.0,0.0,0.0,47.940331,
1,0.0,0.0,0.0,47.959644,
1,0.0,0.0,0.0,47.921009,
1,0.0,0.0,0.0,47.901699,
1,0.0,0.0,0.0,47.882378,
2,0.0,0.0,0.0,47.882378,
2,0.0,0.0,0.0,47.68922,
2,0.0,0.0,0.0,47.70853,
2,0.0,0.0,0.0,47.727852,
2,0.0,0.0,0.0,47.68922,
2,0.0,0.0,0.0,47.70853,
2,0.0,0.0,0.0,47.70853,
2,0.0,0.0,0.0,47.68922,
2,0.0,0.0,0.0,47.70853,
2,0.0,0.0,0.0,47.747166,
2,0.0,0.0,0.0,47.766483,
2,0.0,0.0,0.0,47.785797,
2,0.0,0.0,0.0,47.785797,
2,0.0,0.0,0.0,47.785797,
2,0.0,0.0,0.0,47.747166,
2,0.0,0.0,0.0,47.785797,
2,0.0,0.0,0.0,47.747166,
2,0.0,0.0,0.0,47.68922,
2,0.0,0.0,0.0,47.70853,
2,0.0,0.0,0.0,47.70853,
2,0.0,0.0,0.0,47.68922,
2,0.0,0.0,0.0,47.70853,
3,0.0,0.0,0.0,47.631268,
4,0.0,0.0,0.0,47.669899,
4,0.0,0.0,0.0,47.592636,
4,0.0,0.0,0.0,47.592636,
4,0.0,0.0,0.0,47.631268,
4,0.0,0.0,0.0,47.592636,
4,0.0,0.0,0.0,47.650589,
4,0.0,0.0,0.0,47.611954,
4,0.0,0.0,0.0,47.650589,
4,0.0,0.0,0.0,47.611954,
4,0.0,0.0,0.0,47.611954,
4,0.0,0.0,0.0,47.631268,
4,0.0,0.0,0.0,47.669899,
5,0.0,0.0,0.0,47.669899,
5,0.0,0.0,0.0,47.631268,
5,0.0,0.0,0.0,47.611954,
5,0.0,0.0,0.0,47.631268,
5,0.0,0.0,0.0,47.573322,
5,0.0,0.0,0.0,47.611954,
5,0.0,0.0,0.0,47.573322,
5,0.0,0.0,0.0,47.592636,
5,0.0,0.0,0.0,47.611954,
5,0.0,0.0,0.0,47.611954,
5,0.0,0.0,0.0,47.669899,
5,0.0,0.0,0.0,47.631268,
5,0.0,0.0,0.0,47.650589,
5,0.0,0.0,0.0,47.650589,
5,0.0,0.0,0.0,47.611954,
5,0.0,0.0,0.0,47.611954,
5,0.0,0.0,0.0,47.611954,
5,0.0,0.0,0.0,47.573322,
5,0.0,0.0,0.0,47.554005,
5,0.0,0.0,0.0,47.554005,
5,0.0,0.0,0.0,47.573322,
5,0.0,0.0,0.0,47.554005,
5,0.0,0.0,0.0,47.534691,
5,0.0,0.0,0.0,47.534691,
5,0.0,0.0,0.0,47.476742,
5,0.0,0.0,0.0,47.476742,
5,0.0,0.0,0.0,47.476742,
5,0.0,0.0,0.0,47.43811,
5,0.0,0.0,0.0,47.457428,
5,0.0,0.0,0.0,47.43811,
5,0.0,0.0,0.0,47.457428,
5,0.0,0.0,0.0,47.457428,
5,0.0,0.0,0.0,47.476742,
6,0.0,0.0,0.0,47.534691,
6,0.0,0.0,0.0,47.476742,
6,0.0,0.0,0.0,47.476742,
6,0.0,0.0,0.0,47.457428,
6,0.0,0.0,0.0,47.457428,
6,0.0,0.0,0.0,47.457428,
6,0.0,0.0,0.0,47.496059,
6,0.0,0.0,0.0,47.457428,
6,0.0,0.0,0.0,47.457428,
6,0.0,0.0,0.0,47.43811,
6,0.0,0.0,0.0,47.43811,
6,0.0,0.0,0.0,47.418797,
6,0.0,0.0,0.0,47.418797,
6,0.0,0.0,0.0,47.418797,
6,0.0,0.0,0.0,47.418797,
6,0.0,0.0,0.0,47.418797,
6,0.0,0.0,0.0,47.399479,
6,0.0,0.0,0.0,47.399479,
6,0.0,0.0,0.0,47.418797,
6,0.0,0.0,0.0,47.43811,
6,0.0,0.0,0.0,47.418797,
6,0.0,0.0,0.0,47.418797,
6,0.0,0.0,0.0,47.43811,
6,0.0,0.0,0.0,47.418797,
6,0.0,0.0,0.0,47.418797,
6,0.0,0.0,0.0,47.399479,
6,0.0,0.0,0.0,47.399479,
6,0.0,0.0,0.0,47.380165,
6,0.0,0.0,0.0,47.380165,
6,0.0,0.0,0.0,47.380165,
6,0.0,0.0,0.0,47.43811,
6,0.0,0.0,0.0,47.399479,
6,0.0,0.0,0.0,47.380165,
6,0.0,0.0,0.0,47.360844,
6,0.0,0.0,0.0,47.341534,
6,0.0,0.0,0.0,47.341534,
6,0.0,0.0,0.0,47.341534,
6,0.0,0.0,0.0,47.341534,
6,0.0,0.0,0.0,47.341534,
6,0.0,0.0,0.0,47.360844,
6,0.0,0.0,0.0,47.380165,
6,0.0,0.0,0.0,47.341534,
6,0.0,0.0,0.0,47.341534,
6,0.0,0.0,0.0,47.341534,
6,0.0,0.0,0.0,47.380165,
6,0.0,0.0,0.0,47.341534,
6,0.0,0.0,0.0,47.341534,
6,0.0,0.0,0.0,47.360844,
6,0.0,0.0,0.0,47.341534,
6,0.0,0.0,0.0,47.302898,
6,0.0,0.0,0.0,47.322212,
6,0.0,0.0,0.0,47.380165,
6,0.0,0.0,0.0,47.302898,
6,0.0,0.0,0.0,47.380165,
6,0.0,0.0,0.0,47.322212,
6,0.0,0.0,0.0,47.341534,
6,0.0,0.0,0.0,47.360844,
6,0.0,0.0,0.0,47.360844,
6,0.0,0.0,0.0,47.341534,
6,0.0,0.0,0.0,47.360844,
6,0.0,0.0,0.0,47.322212,
6,0.0,0.0,0.0,47.341534,
6,0.0,0.0,0.0,47.360844,
6,0.0,0.0,0.0,47.341534,
6,0.0,0.0,0.0,47.360844,
6,0.0,0.0,0.0,47.341534,
6,0.0,0.0,0.0,47.341534,
6,0.0,0.0,0.0,47.341534,
6,0.0,0.0,0.0,47.360844,
6,0.0,0.0,0.0,47.341534,
6,0.0,0.0,0.0,47.322212,
